State_name,year,month,day_endofweek,statefips,Date,DeltaNewCases,DeltaNewDeaths,Day_Count,Restricted,Restricted_2_weeks,Restrictions_longer_3weeks,Restricted_indoor_dining,dataobsID
Mississippi,2020,12,12,28,12/12/2020,0.919889503,0.894197952,105,0,0,0,0,121228
Missouri,2020,12,12,29,12/12/2020,-0.021035599,0.285945073,105,0,0,0,0,121229
Montana,2020,12,12,30,12/12/2020,-0.116389549,0.247165533,105,0,0,0,0,121230
Nebraska,2020,12,12,31,12/12/2020,-0.25,1.054794521,105,0,0,0,0,121231
Nevada,2020,12,12,32,12/12/2020,0.078580482,1.073170732,105,0,0,0,0,121232
New Hampshire,2020,12,12,33,12/12/2020,1.244755245,1.727848101,105,0,0,0,0,121233
New Jersey,2020,12,12,34,12/12/2020,0.224669604,0.946022727,105,0,0,0,0,121234
New Mexico,2020,12,12,35,12/12/2020,-0.208879919,0,105,1,1,1,1,121235
New York,2020,12,12,36,12/12/2020,0.603125,0.877729258,105,0,0,0,0,121236
North Carolina,2020,12,12,37,12/12/2020,0.626436782,0.329896907,105,0,0,0,0,121237
North Dakota,2020,12,12,38,12/12/2020,-0.205833333,0.789473684,105,0,0,0,0,121238
Ohio,2020,12,12,39,12/12/2020,0.35483871,0.34439834,105,0,0,0,0,121239
Oklahoma,2020,12,12,40,12/12/2020,-0.123337364,0.806547619,105,0,0,0,0,121240
Oregon,2020,12,12,41,12/12/2020,0.086956522,0.662835249,105,1,1,1,1,121241
Pennsylvania,2020,12,12,42,12/12/2020,0.424131627,1.433962264,105,1,0,0,1,121242
Rhode Island,2020,12,12,44,12/12/2020,0.457036115,0.840228245,105,1,0,0,0,121244
South Carolina,2020,12,12,45,12/12/2020,0.981751825,1.33,105,0,0,0,0,121245
South Dakota,2020,12,12,46,12/12/2020,-0.257657658,-0.078947368,105,0,0,0,0,121246
Tennessee,2020,12,12,47,12/12/2020,0.64673913,0.51026393,105,0,0,0,0,121247
Texas,2020,12,12,48,12/12/2020,0.930835735,0.530120482,105,0,0,0,0,121248
Utah,2020,12,12,49,12/12/2020,0.048327138,0.351515152,105,0,0,0,0,121249
Vermont,2020,12,12,50,12/12/2020,0.513513514,2.995633188,105,0,0,0,0,121250
Virginia,2020,12,12,51,12/12/2020,0.53,0.829896907,105,0,0,0,0,121251
Washington,2020,12,12,53,12/12/2020,0.289085546,0.029585799,105,1,1,1,1,121253
West Virginia,2020,12,12,54,12/12/2020,0.373493976,1.280334728,105,0,0,0,0,121254
Wisconsin,2020,12,12,55,12/12/2020,-0.143034826,0.224776501,105,0,0,0,0,121255
Wyoming,2020,12,12,56,12/12/2020,-0.346428571,0.640706127,105,0,0,0,0,121256
Alabama,2020,12,19,1,12/19/2020,0.197568389,-0.059617548,112,0,0,0,0,12191
Alaska,2020,12,19,2,12/19/2020,-0.33901919,-0.619512195,112,0,0,0,0,12192
Arizona,2020,12,19,4,12/19/2020,0.175066313,0.951612903,112,0,0,0,0,12194
Arkansas,2020,12,19,5,12/19/2020,0.104411765,0.644004944,112,0,0,0,0,12195
California,2020,12,19,6,12/19/2020,1.141414141,1.275092937,112,1,1,0,1,12196
Colorado,2020,12,19,8,12/19/2020,-0.334610473,0.2,112,0,0,0,0,12198
Connecticut,2020,12,19,9,12/19/2020,0.059405941,0.179487179,112,0,0,0,0,12199
Delaware,2020,12,19,10,12/19/2020,0.189522342,1.261648746,112,0,0,0,0,121910
District Of Columbia,2020,12,19,11,12/19/2020,0.085173502,0,112,0,0,0,0,121911
Florida,2020,12,19,12,12/19/2020,0.184579439,0.072599532,112,0,0,0,0,121912
Georgia,2020,12,19,13,12/19/2020,0.426829268,-0.174107143,112,0,0,0,0,121913
Hawaii,2020,12,19,15,12/19/2020,0.411003236,-0.523584906,112,0,0,0,0,121915
Idaho,2020,12,19,16,12/19/2020,-0.117647059,-0.093319194,112,0,0,0,0,121916
Illinois,2020,12,19,17,12/19/2020,-0.218421053,-0.07518797,112,1,1,1,1,121917
Indiana,2020,12,19,18,12/19/2020,-0.165813715,0.069565217,112,0,0,0,0,121918
Iowa,2020,12,19,19,12/19/2020,-0.262942779,0.057553957,112,0,0,0,0,121919
Kansas,2020,12,19,20,12/19/2020,-0.079800499,0.047619048,112,0,0,0,0,121920
Kentucky,2020,12,19,21,12/19/2020,-0.234474018,-0.102790015,112,0,0,0,0,121921
Louisiana,2020,12,19,22,12/19/2020,0.1021611,0.44813278,112,0,0,0,0,121922
Maine,2020,12,19,23,12/19/2020,0.697435897,-0.028720627,112,0,0,0,0,121923
Maryland,2020,12,19,24,12/19/2020,-0.066037736,0.431067961,112,0,0,0,0,121924
Massachusetts,2020,12,19,25,12/19/2020,0.135620915,0.263066202,112,0,0,0,0,121925
Michigan,2020,12,19,26,12/19/2020,-0.363112392,0.032786885,112,1,1,1,1,121926
Minnesota,2020,12,19,27,12/19/2020,-0.536190476,0.059405941,112,1,1,1,1,121927
Mississippi,2020,12,19,28,12/19/2020,0.047765794,0.237745098,112,0,0,0,0,121928
Missouri,2020,12,19,29,12/19/2020,-0.149847095,0.037037037,112,0,0,0,0,121929
Montana,2020,12,19,30,12/19/2020,-0.352095808,-0.249122807,112,0,0,0,0,121930
Nebraska,2020,12,19,31,12/19/2020,-0.397750511,-0.402941176,112,0,0,0,0,121931
Nevada,2020,12,19,32,12/19/2020,0.063719116,0.205098494,112,0,0,0,0,121932
New Hampshire,2020,12,19,33,12/19/2020,0.296551724,0.388888889,112,0,0,0,0,121933
New Jersey,2020,12,19,34,12/19/2020,-0.023529412,0.29379562,112,0,0,0,0,121934
New Mexico,2020,12,19,35,12/19/2020,-0.179019384,0.145833333,112,1,1,1,1,121935
New York,2020,12,19,36,12/19/2020,0.152317881,0.875776398,112,0,0,0,0,121936
North Carolina,2020,12,19,37,12/19/2020,0.441463415,0.312807882,112,0,0,0,0,121937
North Dakota,2020,12,19,38,12/19/2020,-0.519253209,-0.139534884,112,0,0,0,0,121938
Ohio,2020,12,19,39,12/19/2020,0.004043127,-0.025899281,112,0,0,0,0,121939
Oklahoma,2020,12,19,40,12/19/2020,0.159771755,-0.063492063,112,0,0,0,0,121940
Oregon,2020,12,19,41,12/19/2020,-0.164835165,0.444700461,112,1,1,1,1,121941
Pennsylvania,2020,12,19,42,12/19/2020,0.127245509,0.387387387,112,1,0,0,1,121942
Rhode Island,2020,12,19,44,12/19/2020,-0.142727273,0.725663717,112,1,1,0,0,121944
South Carolina,2020,12,19,45,12/19/2020,0.518891688,0.229957806,112,0,0,0,0,121945
South Dakota,2020,12,19,46,12/19/2020,-0.366,-0.282157676,112,0,0,0,0,121946
Tennessee,2020,12,19,47,12/19/2020,0.886792453,0.677675033,112,0,0,0,0,121947
Texas,2020,12,19,48,12/19/2020,0.090909091,0.13964687,112,0,0,0,0,121948
Utah,2020,12,19,49,12/19/2020,-0.174054054,0.433628319,112,0,0,0,0,121949
Vermont,2020,12,19,50,12/19/2020,-0.16751269,0.083636364,112,0,0,0,0,121950
Virginia,2020,12,19,51,12/19/2020,0.387755102,0.640167364,112,0,0,0,0,121951
Washington,2020,12,19,53,12/19/2020,0.104615385,-0.469662921,112,1,1,1,1,121953
West Virginia,2020,12,19,54,12/19/2020,0.173701299,0.401129944,112,0,0,0,0,121954
Wisconsin,2020,12,19,55,12/19/2020,-0.25,-0.15,112,0,0,0,0,121955
Wyoming,2020,12,19,56,12/19/2020,-0.356565657,-0.2875,112,0,0,0,0,121956
