State_Name,year,month,day,statefips,freq,Date,DeltaNewCases,DeltaNewDeaths,Week_Count,Restricted,Restricted_2_weeks,Restrictions_longer_3weeks,Restricted_indoor_dining,dataobsID
Iowa,2020,12,27,19,d,12/27/2020,-0.309751434,-0.683408072,15,0,0,0,0,122719
Kansas,2020,12,27,20,d,12/27/2020,-0.441916168,-0.418571429,15,0,0,0,0,122720
Kentucky,2020,12,27,21,d,12/27/2020,-0.356733524,-0.11248074,15,0,0,0,0,122721
Louisiana,2020,12,27,22,d,12/27/2020,-0.223463687,0.063977747,15,0,0,0,0,122722
Maine,2020,12,27,23,d,12/27/2020,0.138686131,0.031347962,15,0,0,0,0,122723
Maryland,2020,12,27,24,d,12/27/2020,-0.165948276,-0.025,15,0,0,0,0,122724
Massachusetts,2020,12,27,25,d,12/27/2020,-0.134477825,0.13986014,15,0,0,0,0,122725
Michigan,2020,12,27,26,d,12/27/2020,-0.476363636,-0.2976,15,0,0,0,0,122726
Minnesota,2020,12,27,27,d,12/27/2020,-0.580508475,-0.357264957,15,1,1,1,1,122727
Mississippi,2020,12,27,28,d,12/27/2020,-0.169296987,-0.170175439,15,0,0,0,0,122728
Missouri,2020,12,27,29,d,12/27/2020,-0.290322581,0.154911839,15,0,0,0,0,122729
Montana,2020,12,27,30,d,12/27/2020,-0.519283747,-0.282727273,15,0,0,0,0,122730
Nebraska,2020,12,27,31,d,12/27/2020,-0.382352941,-0.551538462,15,0,0,0,0,122731
Nevada,2020,12,27,32,d,12/27/2020,-0.283084005,-0.20952381,15,0,0,0,0,122732
New Hampshire,2020,12,27,33,d,12/27/2020,-0.310769231,0.331707317,15,0,0,0,0,122733
New Jersey,2020,12,27,34,d,12/27/2020,-0.121904762,0.01300578,15,0,0,0,0,122734
New Mexico,2020,12,27,35,d,12/27/2020,-0.319548872,-0.147887324,15,1,1,1,1,122735
New York,2020,12,27,36,d,12/27/2020,0.09496124,0.523206751,15,0,0,0,0,122736
North Carolina,2020,12,27,37,d,12/27/2020,-0.097001764,0.204244032,15,0,0,0,0,122737
North Dakota,2020,12,27,38,d,12/27/2020,-0.707742639,-0.74137931,15,0,0,0,0,122738
Ohio,2020,12,27,39,d,12/27/2020,-0.455140187,-0.130769231,15,0,0,0,0,122739
Oklahoma,2020,12,27,40,d,12/27/2020,-0.135947712,-0.060955519,15,0,0,0,0,122740
Oregon,2020,12,27,41,d,12/27/2020,-0.27444795,-0.238770686,15,1,1,1,1,122741
Pennsylvania,2020,12,27,42,d,12/27/2020,-0.246268657,-0.124087591,15,1,1,0,1,122742
Rhode Island,2020,12,27,44,d,12/27/2020,-0.509401709,-0.170542636,15,0,0,0,0,122744
South Carolina,2020,12,27,45,d,12/27/2020,0.132616487,0.270833333,15,0,0,0,0,122745
South Dakota,2020,12,27,46,d,12/27/2020,-0.472392638,-0.43153527,15,0,0,0,0,122746
Tennessee,2020,12,27,47,d,12/27/2020,-0.151401869,-0.139814815,15,0,0,0,0,122747
Texas,2020,12,27,48,d,12/27/2020,-0.263318113,-0.115919629,15,0,0,0,0,122748
Utah,2020,12,27,49,d,12/27/2020,-0.247572816,-0.491295938,15,0,0,0,0,122749
Vermont,2020,12,27,50,d,12/27/2020,-0.207100592,0,15,0,0,0,0,122750
Virginia,2020,12,27,51,d,12/27/2020,-0.004454343,-0.033994334,15,0,0,0,0,122751
Washington,2020,12,27,53,d,12/27/2020,-0.415178571,0.191011236,15,1,1,1,1,122753
West Virginia,2020,12,27,54,d,12/27/2020,0.018320611,-0.038461538,15,0,0,0,0,122754
Wisconsin,2020,12,27,55,d,12/27/2020,-0.43128655,-0.234243697,15,0,0,0,0,122755
Wyoming,2020,12,27,56,d,12/27/2020,-0.494007989,-0.656329114,15,0,0,0,0,122756
